,clientIp,Borealis,stonewall_decision,stonewall_reason,neustar_proxy_anonymizer_status,neustar_proxy_type,neustar_proxy_level,neustar_proxy_last_detected,neustar_vpn_service,neustar_hosting_facility,virustotal_malicious,virustotal_undetected,virustotal_suspicious,virustotal_harmless,virustotal_timeout,porcupince
1175,20.66.24.33,"{""ips"":[""20.66.24.33""],""results"":[{""resolvedDomains"":[{""ip"":""20.66.24.33"",""date"":""Jun 6, 2024, 2:30:27 PM"",""addedOn"":20240606}],""status"":""UNKNOWN""}],""modules"":{""NEUSTAR"":[{""representation"":{""start_ip_int"":339875840,""end_ip_int"":339876407,""start_ip"":""20.66.24.0"",""end_ip"":""20.66.26.55""},""connectivity"":{""continent"":""north america"",""country"":""united states"",""country_code"":""us"",""country_cf"":99,""region"":""southwest"",""state"":""california"",""state_code"":""ca"",""state_cf"":0,""city"":""san jose"",""city_cf"":95,""postal_code"":""95122"",""postal_code_cf"":2,""area_code"":408,""time_zone"":-8.0,""latitude"":37.3305,""longitude"":-121.838,""dma"":807,""consistency_code"":4,""radius"":0.0,""ip_routing_type"":""fixed"",""connection_type"":""tx"",""line_speed"":""high""},""organization"":{""asn"":8075,""tld"":""com"",""sld"":""azure"",""organization"":""microsoft corporation"",""organization_type"":""Publishing"",""naics_code"":""511210"",""isic_code"":""J5820"",""carrier"":""microsoft corporation"",""home"":""false""},""proxy"":{""anonymizer_status"":"""",""proxy_type"":"""",""proxy_level"":"""",""vpn_service"":"""",""hosting_facility"":""false""}}],""SPUR"":[],""VIRUSTOTAL"":{""avResults"":{""malicious"":0,""undetected"":93,""suspicious"":0,""harmless"":0,""timeout"":0},""tags"":[],""numberOfCommunicatingFiles"":""0"",""numberOfDownloadedFiles"":""0"",""numberOfUrls"":""0"",""vtlink"":""https://www.virustotal.com/gui/ip-address/20.66.24.33"",""asn"":8075,""country"":""US"",""asOwner"":""MICROSOFT-CORP-MSN-AS-BLOCK"",""network"":""20.64.0.0/10""},""PORCUPINE"":[],""STONEWALL"":{""decision"":""REJECTED"",""reason"":""WARNING_LIST"",""filename"":""microsoft-azure.csv""},""DEVICE"":[]}}",REJECTED,WARNING_LIST,,,,NA,,false,0,93,0,0,0,[]
1176,20.245.30.88,"{""ips"":[""20.245.30.88""],""results"":[{""resolvedDomains"":[{""ip"":""20.245.30.88"",""date"":""Jun 6, 2024, 2:30:28 PM"",""addedOn"":20240606}],""status"":""UNKNOWN""}],""modules"":{""NEUSTAR"":[{""representation"":{""start_ip_int"":351607488,""end_ip_int"":351608807,""start_ip"":""20.245.26.192"",""end_ip"":""20.245.31.231""},""connectivity"":{""continent"":""north america"",""country"":""united states"",""country_code"":""us"",""country_cf"":99,""region"":""southwest"",""state"":""california"",""state_code"":""ca"",""state_cf"":0,""city"":""san jose"",""city_cf"":95,""postal_code"":""95122"",""postal_code_cf"":2,""area_code"":408,""time_zone"":-8.0,""latitude"":37.3305,""longitude"":-121.838,""dma"":807,""consistency_code"":4,""radius"":0.0,""ip_routing_type"":""fixed"",""connection_type"":""tx"",""line_speed"":""high""},""organization"":{""asn"":8075,""tld"":""com"",""sld"":""azure"",""organization"":""microsoft corporation"",""organization_type"":""Publishing"",""naics_code"":""511210"",""isic_code"":""J5820"",""carrier"":""microsoft corporation"",""home"":""false""},""proxy"":{""anonymizer_status"":"""",""proxy_type"":"""",""proxy_level"":"""",""vpn_service"":"""",""hosting_facility"":""false""}}],""SPUR"":[],""VIRUSTOTAL"":{""avResults"":{""malicious"":0,""undetected"":93,""suspicious"":0,""harmless"":0,""timeout"":0},""tags"":[],""numberOfCommunicatingFiles"":""0"",""numberOfDownloadedFiles"":""0"",""numberOfUrls"":""0"",""vtlink"":""https://www.virustotal.com/gui/ip-address/20.245.30.88"",""asn"":8075,""country"":""US"",""asOwner"":""MICROSOFT-CORP-MSN-AS-BLOCK"",""network"":""20.192.0.0/10""},""PORCUPINE"":[],""STONEWALL"":{""decision"":""REJECTED"",""reason"":""WARNING_LIST"",""filename"":""microsoft-azure.csv""},""DEVICE"":[]}}",REJECTED,WARNING_LIST,,,,NA,,false,0,93,0,0,0,[]
1177,141.98.252.168,"{""ips"":[""141.98.252.168""],""results"":[{""resolvedDomains"":[{""ip"":""141.98.252.168"",""date"":""Jun 6, 2024, 2:30:30 PM"",""addedOn"":20240606}],""status"":""UNKNOWN""}],""modules"":{""NEUSTAR"":[{""representation"":{""start_ip_int"":2372074496,""end_ip_int"":2372074751,""start_ip"":""141.98.252.0"",""end_ip"":""141.98.252.255""},""connectivity"":{""continent"":""europe"",""country"":""sweden"",""country_code"":""se"",""country_cf"":99,""region"":"""",""state"":""skane lan"",""state_code"":"""",""state_cf"":0,""city"":""malmo"",""city_cf"":80,""postal_code"":""217 43"",""postal_code_cf"":0,""area_code"":0,""time_zone"":1.0,""latitude"":55.5949,""longitude"":12.9836,""dma"":0,""consistency_code"":4,""radius"":0.0,""ip_routing_type"":"""",""connection_type"":"""",""line_speed"":""""},""organization"":{""asn"":39351,""tld"":""se"",""sld"":""31173"",""organization"":""31173 services united kingdom"",""organization_type"":"""",""naics_code"":"""",""isic_code"":"""",""carrier"":""31173 services ab"",""home"":""""},""proxy"":{""anonymizer_status"":""private"",""proxy_type"":""service"",""proxy_level"":""elite"",""proxy_last_detected"":""2023-08-28"",""vpn_service"":""mullvadvpn"",""hosting_facility"":""false""}}],""SPUR"":[{""as"":{""number"":39351,""Organization"":""31173 Services AB""},""ip"":""141.98.252.168"",""risks"":[""TUNNEL""],""client"":{""count"":2,""types"":[""DESKTOP""],""behaviors"":[""TOR_PROXY_USER"",""FILE_SHARING""]},""tunnels"":[{""type"":""VPN"",""entries"":[""141.98.252.138""],""operator"":""MULLVAD_VPN"",""anonymous"":true}],""location"":{""city"":""London"",""state"":""England"",""country"":""GB""},""organization"":""31173 Services AB infrastructure in London, United Kingdom."",""infrastructure"":""DATACENTER""}],""VIRUSTOTAL"":{""avResults"":{""malicious"":5,""undetected"":27,""suspicious"":0,""harmless"":61,""timeout"":0},""tags"":[],""numberOfCommunicatingFiles"":""10+"",""numberOfDownloadedFiles"":""1"",""numberOfUrls"":""8"",""vtlink"":""https://www.virustotal.com/gui/ip-address/141.98.252.168"",""asn"":39351,""country"":""GB"",""asOwner"":""31173 Services AB"",""network"":""141.98.252.0/24""},""PORCUPINE"":[],""STONEWALL"":{""decision"":""REJECTED"",""reason"":""WARNING_LIST"",""filename"":""vpn-ipv4.csv""},""DEVICE"":[]}}",REJECTED,WARNING_LIST,private,service,elite,2023-08-28,mullvadvpn,false,5,27,0,61,0,[]
1178,20.163.160.59,"{""ips"":[""20.163.160.59""],""results"":[{""resolvedDomains"":[{""ip"":""20.163.160.59"",""date"":""Jun 6, 2024, 2:30:31 PM"",""addedOn"":20240606}],""status"":""UNKNOWN""}],""modules"":{""NEUSTAR"":[{""representation"":{""start_ip_int"":346267588,""end_ip_int"":346267903,""start_ip"":""20.163.159.196"",""end_ip"":""20.163.160.255""},""connectivity"":{""continent"":""north america"",""country"":""united states"",""country_code"":""us"",""country_cf"":99,""region"":""mid atlantic"",""state"":""virginia"",""state_code"":""va"",""state_cf"":0,""city"":""washington"",""city_cf"":95,""postal_code"":""22747"",""postal_code_cf"":2,""area_code"":540,""time_zone"":-5.0,""latitude"":38.7308,""longitude"":-78.172,""dma"":511,""consistency_code"":4,""radius"":0.0,""ip_routing_type"":""fixed"",""connection_type"":""tx"",""line_speed"":""high""},""organization"":{""asn"":8075,""tld"":"""",""sld"":"""",""organization"":""microsoft corporation"",""organization_type"":""Publishing"",""naics_code"":""511210"",""isic_code"":""J5820"",""carrier"":""microsoft corporation"",""home"":""false""},""proxy"":{""anonymizer_status"":"""",""proxy_type"":"""",""proxy_level"":"""",""vpn_service"":"""",""hosting_facility"":""false""}}],""SPUR"":[],""VIRUSTOTAL"":{""avResults"":{""malicious"":0,""undetected"":93,""suspicious"":0,""harmless"":0,""timeout"":0},""tags"":[],""numberOfCommunicatingFiles"":""0"",""numberOfDownloadedFiles"":""0"",""numberOfUrls"":""0"",""vtlink"":""https://www.virustotal.com/gui/ip-address/20.163.160.59"",""asn"":8075,""country"":""US"",""asOwner"":""MICROSOFT-CORP-MSN-AS-BLOCK"",""network"":""20.160.0.0/12""},""PORCUPINE"":[],""STONEWALL"":{""decision"":""REJECTED"",""reason"":""WARNING_LIST"",""filename"":""microsoft-azure.csv""},""DEVICE"":[]}}",REJECTED,WARNING_LIST,,,,NA,,false,0,93,0,0,0,[]
1179,20.169.231.159,"{""ips"":[""20.169.231.159""],""results"":[{""resolvedDomains"":[{""ip"":""20.169.231.159"",""date"":""Jun 6, 2024, 2:30:32 PM"",""addedOn"":20240606}],""status"":""UNKNOWN""}],""modules"":{""STONEWALL"":{""decision"":""REJECTED"",""reason"":""WARNING_LIST"",""filename"":""vpn-ipv4.csv""},""PORCUPINE"":[],""SPUR"":[],""DEVICE"":[],""NEUSTAR"":[{""representation"":{""start_ip_int"":346678528,""end_ip_int"":346679947,""start_ip"":""20.169.229.0"",""end_ip"":""20.169.234.139""},""connectivity"":{""continent"":""north america"",""country"":""united states"",""country_code"":""us"",""country_cf"":99,""region"":""mid atlantic"",""state"":""virginia"",""state_code"":""va"",""state_cf"":0,""city"":""washington"",""city_cf"":95,""postal_code"":""22747"",""postal_code_cf"":2,""area_code"":540,""time_zone"":-5.0,""latitude"":38.7308,""longitude"":-78.172,""dma"":511,""consistency_code"":4,""radius"":0.0,""ip_routing_type"":""fixed"",""connection_type"":""tx"",""line_speed"":""high""},""organization"":{""asn"":8075,""tld"":"""",""sld"":"""",""organization"":""microsoft corporation"",""organization_type"":""Publishing"",""naics_code"":""511210"",""isic_code"":""J5820"",""carrier"":""microsoft corporation"",""home"":""false""},""proxy"":{""anonymizer_status"":"""",""proxy_type"":"""",""proxy_level"":"""",""vpn_service"":"""",""hosting_facility"":""false""}}],""VIRUSTOTAL"":{""avResults"":{""malicious"":0,""undetected"":93,""suspicious"":0,""harmless"":0,""timeout"":0},""tags"":[],""numberOfCommunicatingFiles"":""0"",""numberOfDownloadedFiles"":""0"",""numberOfUrls"":""0"",""vtlink"":""https://www.virustotal.com/gui/ip-address/20.169.231.159"",""asn"":8075,""country"":""US"",""asOwner"":""MICROSOFT-CORP-MSN-AS-BLOCK"",""network"":""20.160.0.0/12""}}}",REJECTED,WARNING_LIST,,,,NA,,false,0,93,0,0,0,[]
1180,20.66.24.22,"{""ips"":[""20.66.24.22""],""results"":[{""resolvedDomains"":[{""ip"":""20.66.24.22"",""date"":""Jun 6, 2024, 2:30:34 PM"",""addedOn"":20240606}],""status"":""UNKNOWN""}],""modules"":{""NEUSTAR"":[{""representation"":{""start_ip_int"":339875840,""end_ip_int"":339876407,""start_ip"":""20.66.24.0"",""end_ip"":""20.66.26.55""},""connectivity"":{""continent"":""north america"",""country"":""united states"",""country_code"":""us"",""country_cf"":99,""region"":""southwest"",""state"":""california"",""state_code"":""ca"",""state_cf"":0,""city"":""san jose"",""city_cf"":95,""postal_code"":""95122"",""postal_code_cf"":2,""area_code"":408,""time_zone"":-8.0,""latitude"":37.3305,""longitude"":-121.838,""dma"":807,""consistency_code"":4,""radius"":0.0,""ip_routing_type"":""fixed"",""connection_type"":""tx"",""line_speed"":""high""},""organization"":{""asn"":8075,""tld"":""com"",""sld"":""azure"",""organization"":""microsoft corporation"",""organization_type"":""Publishing"",""naics_code"":""511210"",""isic_code"":""J5820"",""carrier"":""microsoft corporation"",""home"":""false""},""proxy"":{""anonymizer_status"":"""",""proxy_type"":"""",""proxy_level"":"""",""vpn_service"":"""",""hosting_facility"":""false""}}],""SPUR"":[],""VIRUSTOTAL"":{""avResults"":{""malicious"":0,""undetected"":93,""suspicious"":0,""harmless"":0,""timeout"":0},""tags"":[],""numberOfCommunicatingFiles"":""0"",""numberOfDownloadedFiles"":""0"",""numberOfUrls"":""0"",""vtlink"":""https://www.virustotal.com/gui/ip-address/20.66.24.22"",""asn"":8075,""country"":""US"",""asOwner"":""MICROSOFT-CORP-MSN-AS-BLOCK"",""network"":""20.64.0.0/10""},""PORCUPINE"":[],""STONEWALL"":{""decision"":""REJECTED"",""reason"":""WARNING_LIST"",""filename"":""microsoft-azure.csv""},""DEVICE"":[]}}",REJECTED,WARNING_LIST,,,,NA,,false,0,93,0,0,0,[]
1181,20.124.241.50,"{""ips"":[""20.124.241.50""],""results"":[{""resolvedDomains"":[{""ip"":""20.124.241.50"",""date"":""Jun 6, 2024, 2:30:35 PM"",""addedOn"":20240606}],""status"":""UNKNOWN""}],""modules"":{""NEUSTAR"":[{""representation"":{""start_ip_int"":343732352,""end_ip_int"":343732611,""start_ip"":""20.124.240.128"",""end_ip"":""20.124.241.131""},""connectivity"":{""continent"":""north america"",""country"":""united states"",""country_code"":""us"",""country_cf"":99,""region"":""mid atlantic"",""state"":""virginia"",""state_code"":""va"",""state_cf"":0,""city"":""washington"",""city_cf"":95,""postal_code"":""22747"",""postal_code_cf"":2,""area_code"":540,""time_zone"":-5.0,""latitude"":38.7308,""longitude"":-78.172,""dma"":511,""consistency_code"":4,""radius"":0.0,""ip_routing_type"":""fixed"",""connection_type"":""tx"",""line_speed"":""high""},""organization"":{""asn"":8075,""tld"":"""",""sld"":"""",""organization"":""microsoft corporation"",""organization_type"":""Publishing"",""naics_code"":""511210"",""isic_code"":""J5820"",""carrier"":""microsoft corporation"",""home"":""false""},""proxy"":{""anonymizer_status"":"""",""proxy_type"":"""",""proxy_level"":"""",""vpn_service"":"""",""hosting_facility"":""false""}}],""SPUR"":[],""VIRUSTOTAL"":{""avResults"":{""malicious"":0,""undetected"":93,""suspicious"":0,""harmless"":0,""timeout"":0},""tags"":[],""numberOfCommunicatingFiles"":""0"",""numberOfDownloadedFiles"":""0"",""numberOfUrls"":""0"",""lastHttpsCertificate"":{""issuer"":{""ST"":""TX"",""C"":""US"",""CN"":""cPanel, Inc. Certification Authority"",""L"":""Houston"",""O"":""cPanel, Inc.""},""validity"":{""not_after"":""2022-09-29 23:59:59"",""not_before"":""2022-07-01 00:00:00""}},""vtlink"":""https://www.virustotal.com/gui/ip-address/20.124.241.50"",""asn"":8075,""country"":""US"",""asOwner"":""MICROSOFT-CORP-MSN-AS-BLOCK"",""lastHttpsCertificateDate"":""Jul 01, 2022, 01:00:04 AM"",""network"":""20.64.0.0/10"",""jarm"":""15d3fd16d29d29d00042d43d0000009ec686233a4398bea334ba5e62e34a01""},""PORCUPINE"":[],""STONEWALL"":{""decision"":""REJECTED"",""reason"":""WARNING_LIST"",""filename"":""microsoft-azure.csv""},""DEVICE"":[]}}",REJECTED,WARNING_LIST,,,,NA,,false,0,93,0,0,0,[]
1182,20.163.224.105,"{""ips"":[""20.163.224.105""],""results"":[{""resolvedDomains"":[{""ip"":""20.163.224.105"",""date"":""Jun 6, 2024, 2:30:37 PM"",""addedOn"":20240606}],""status"":""UNKNOWN""}],""modules"":{""VIRUSTOTAL"":{""avResults"":{""malicious"":0,""undetected"":93,""suspicious"":0,""harmless"":0,""timeout"":0},""tags"":[],""numberOfCommunicatingFiles"":""0"",""numberOfDownloadedFiles"":""0"",""numberOfUrls"":""0"",""vtlink"":""https://www.virustotal.com/gui/ip-address/20.163.224.105"",""asn"":8075,""country"":""US"",""asOwner"":""MICROSOFT-CORP-MSN-AS-BLOCK"",""network"":""20.160.0.0/12""},""NEUSTAR"":[{""representation"":{""start_ip_int"":346283264,""end_ip_int"":346284287,""start_ip"":""20.163.221.0"",""end_ip"":""20.163.224.255""},""connectivity"":{""continent"":""north america"",""country"":""united states"",""country_code"":""us"",""country_cf"":99,""region"":""mid atlantic"",""state"":""virginia"",""state_code"":""va"",""state_cf"":0,""city"":""washington"",""city_cf"":95,""postal_code"":""22747"",""postal_code_cf"":2,""area_code"":540,""time_zone"":-5.0,""latitude"":38.7308,""longitude"":-78.172,""dma"":511,""consistency_code"":4,""radius"":0.0,""ip_routing_type"":""fixed"",""connection_type"":""tx"",""line_speed"":""high""},""organization"":{""asn"":8075,""tld"":"""",""sld"":"""",""organization"":""microsoft corporation"",""organization_type"":""Publishing"",""naics_code"":""511210"",""isic_code"":""J5820"",""carrier"":""microsoft corporation"",""home"":""false""},""proxy"":{""anonymizer_status"":"""",""proxy_type"":"""",""proxy_level"":"""",""vpn_service"":"""",""hosting_facility"":""false""}}],""SPUR"":[],""STONEWALL"":{""decision"":""REJECTED"",""reason"":""WARNING_LIST"",""filename"":""microsoft-azure.csv""},""DEVICE"":[],""PORCUPINE"":[]}}",REJECTED,WARNING_LIST,,,,NA,,false,0,93,0,0,0,[]
1183,20.169.218.130,"{""ips"":[""20.169.218.130""],""results"":[{""resolvedDomains"":[{""ip"":""20.169.218.130"",""date"":""Jun 6, 2024, 2:30:38 PM"",""addedOn"":20240606}],""status"":""UNKNOWN""}],""modules"":{""VIRUSTOTAL"":{""avResults"":{""malicious"":0,""undetected"":93,""suspicious"":0,""harmless"":0,""timeout"":0},""tags"":[],""numberOfCommunicatingFiles"":""0"",""numberOfDownloadedFiles"":""0"",""numberOfUrls"":""0"",""vtlink"":""https://www.virustotal.com/gui/ip-address/20.169.218.130"",""asn"":8075,""country"":""US"",""asOwner"":""MICROSOFT-CORP-MSN-AS-BLOCK"",""network"":""20.160.0.0/12""},""NEUSTAR"":[{""representation"":{""start_ip_int"":346675224,""end_ip_int"":346675871,""start_ip"":""20.169.216.24"",""end_ip"":""20.169.218.159""},""connectivity"":{""continent"":""north america"",""country"":""united states"",""country_code"":""us"",""country_cf"":99,""region"":""mid atlantic"",""state"":""virginia"",""state_code"":""va"",""state_cf"":0,""city"":""washington"",""city_cf"":95,""postal_code"":""22747"",""postal_code_cf"":2,""area_code"":540,""time_zone"":-5.0,""latitude"":38.7308,""longitude"":-78.172,""dma"":511,""consistency_code"":4,""radius"":0.0,""ip_routing_type"":""fixed"",""connection_type"":""tx"",""line_speed"":""high""},""organization"":{""asn"":8075,""tld"":"""",""sld"":"""",""organization"":""microsoft corporation"",""organization_type"":""Publishing"",""naics_code"":""511210"",""isic_code"":""J5820"",""carrier"":""microsoft corporation"",""home"":""false""},""proxy"":{""anonymizer_status"":"""",""proxy_type"":"""",""proxy_level"":"""",""vpn_service"":"""",""hosting_facility"":""false""}}],""SPUR"":[],""STONEWALL"":{""decision"":""REJECTED"",""reason"":""WARNING_LIST"",""filename"":""vpn-ipv4.csv""},""DEVICE"":[],""PORCUPINE"":[]}}",REJECTED,WARNING_LIST,,,,NA,,false,0,93,0,0,0,[]
1184,185.213.155.163,"{""ips"":[""185.213.155.163""],""results"":[{""resolvedDomains"":[{""ip"":""185.213.155.163"",""date"":""Jun 6, 2024, 2:30:39 PM"",""addedOn"":20240606}],""status"":""UNKNOWN""}],""modules"":{""VIRUSTOTAL"":{""avResults"":{""malicious"":7,""undetected"":26,""suspicious"":0,""harmless"":60,""timeout"":0},""tags"":[],""numberOfCommunicatingFiles"":""10+"",""numberOfDownloadedFiles"":""0"",""numberOfUrls"":""10+"",""vtlink"":""https://www.virustotal.com/gui/ip-address/185.213.155.163"",""asn"":39351,""country"":""DE"",""asOwner"":""31173 Services AB"",""network"":""185.213.152.0/22""},""NEUSTAR"":[{""representation"":{""start_ip_int"":3117783808,""end_ip_int"":3117784063,""start_ip"":""185.213.155.0"",""end_ip"":""185.213.155.255""},""connectivity"":{""continent"":""europe"",""country"":""germany"",""country_code"":""de"",""country_cf"":60,""region"":"""",""state"":""hessen"",""state_code"":""he"",""state_cf"":0,""city"":""frankfurt am main"",""city_cf"":50,""postal_code"":""60311"",""postal_code_cf"":2,""area_code"":0,""time_zone"":1.0,""latitude"":50.1109,""longitude"":8.6821,""dma"":0,""consistency_code"":4,""radius"":0.0,""ip_routing_type"":"""",""connection_type"":"""",""line_speed"":""""},""organization"":{""asn"":39351,""tld"":""se"",""sld"":""31173"",""organization"":""31173 services germany"",""organization_type"":"""",""naics_code"":"""",""isic_code"":"""",""carrier"":""31173 services ab"",""home"":""""},""proxy"":{""anonymizer_status"":""private"",""proxy_type"":""service"",""proxy_level"":""elite"",""proxy_last_detected"":""2023-08-28"",""vpn_service"":""mullvadvpn"",""hosting_facility"":""false""}}],""SPUR"":[{""as"":{""number"":39351,""Organization"":""31173 Services AB""},""ip"":""185.213.155.163"",""risks"":[""CALLBACK_PROXY"",""TUNNEL""],""client"":{""count"":2,""types"":[""DESKTOP""],""spread"":33264,""proxies"":[""GEOSURF_PROXY"",""SOCKSESCORT_PROXY"",""INFATICA_PROXY""],""behaviors"":[""FILE_SHARING"",""TOR_PROXY_USER""],""countries"":1,""concentration"":{""city"":""Rothenburg ob der Tauber"",""skew"":138,""state"":""Bavaria"",""country"":""DE"",""density"":0.5,""geohash"":""u0z0zs""}},""tunnels"":[{""type"":""VPN"",""entries"":[""185.213.155.133""],""operator"":""MULLVAD_VPN"",""anonymous"":true}],""location"":{""city"":""Frankfurt am Main"",""state"":""Hesse"",""country"":""DE""},""organization"":""31173 Services AB infrastructure in Frankfurt, Germany."",""infrastructure"":""DATACENTER""}],""STONEWALL"":{""decision"":""REJECTED"",""reason"":""WARNING_LIST"",""filename"":""vpn-ipv4.csv""},""DEVICE"":[],""PORCUPINE"":[]}}",REJECTED,WARNING_LIST,private,service,elite,2023-08-28,mullvadvpn,false,7,26,0,60,0,[]
1185,198.98.59.216,"{""ips"":[""198.98.59.216""],""results"":[{""resolvedDomains"":[{""ip"":""198.98.59.216"",""date"":""Jun 6, 2024, 2:30:41 PM"",""addedOn"":20240606}],""status"":""UNKNOWN""}],""modules"":{""DEVICE"":[],""STONEWALL"":{""decision"":""APPROVED"",""reason"":""NA""},""NEUSTAR"":[{""representation"":{""start_ip_int"":3328326596,""end_ip_int"":3328326642,""start_ip"":""198.98.59.196"",""end_ip"":""198.98.59.242""},""connectivity"":{""continent"":""north america"",""country"":""united states"",""country_code"":""us"",""country_cf"":99,""region"":""northeast"",""state"":""new york"",""state_code"":""ny"",""state_cf"":0,""city"":""staten island"",""city_cf"":95,""postal_code"":""10314"",""postal_code_cf"":4,""area_code"":0,""time_zone"":-5.0,""latitude"":40.5961,""longitude"":-74.1616,""dma"":501,""consistency_code"":4,""radius"":0.0,""ip_routing_type"":"""",""connection_type"":"""",""line_speed"":""""},""organization"":{""asn"":53667,""tld"":"""",""sld"":"""",""organization"":""frantech solutions"",""organization_type"":""Data Services"",""naics_code"":""518210"",""isic_code"":""J6311"",""carrier"":""frantech solutions"",""home"":""false""},""proxy"":{""anonymizer_status"":"""",""proxy_type"":"""",""proxy_level"":"""",""vpn_service"":"""",""hosting_facility"":""true""}}],""SPUR"":[],""VIRUSTOTAL"":{""avResults"":{""malicious"":0,""undetected"":31,""suspicious"":0,""harmless"":62,""timeout"":0},""tags"":[],""numberOfCommunicatingFiles"":""0"",""numberOfDownloadedFiles"":""1"",""numberOfUrls"":""7"",""vtlink"":""https://www.virustotal.com/gui/ip-address/198.98.59.216"",""asn"":53667,""country"":""US"",""asOwner"":""PONYNET"",""network"":""198.98.48.0/20"",""jarm"":""3fd3fd0003fd3fd21c42d42d000000f816eaea5c28bd7b1d0104ee7676bfe1""},""PORCUPINE"":[]}}",APPROVED,NA,,,,NA,,true,0,31,0,62,0,[]
